      -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000007        0.000007       -0.000007        0.000007       -0.000008        0.000008       -0.000009        0.000009       -0.000010        0.000010       -0.000011        0.000011       -0.000009        0.000007        0.000010       -0.000006        0.000033       -0.000061        0.000023       -0.000012        0.000013       -0.000010        0.000014       -0.000010        0.000013       -0.000012        0.000023       -0.000061        0.000033       -0.000006        0.000010        0.000007       -0.000009        0.000011       -0.000011        0.000010       -0.000010        0.000009       -0.000009        0.000008       -0.000008        0.000007       -0.000007        0.000007       -0.000007        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005 
       0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000007       -0.000007        0.000007       -0.000007        0.000008       -0.000008        0.000009       -0.000009        0.000010       -0.000010        0.000011       -0.000011        0.000009       -0.000007       -0.000010        0.000006       -0.000033        0.000062       -0.000022        0.000014       -0.000010        0.000014       -0.000010        0.000014       -0.000010        0.000014       -0.000022        0.000062       -0.000033        0.000006       -0.000010       -0.000007        0.000009       -0.000011        0.000011       -0.000010        0.000010       -0.000009        0.000009       -0.000008        0.000008       -0.000007        0.000007       -0.000007        0.000007       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005 
      -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000007        0.000007       -0.000007        0.000007       -0.000008        0.000008       -0.000009        0.000009       -0.000010        0.000010       -0.000011        0.000011       -0.000009        0.000007        0.000010       -0.000005        0.000034       -0.000061        0.000024       -0.000011        0.000016       -0.000006        0.000018       -0.000006        0.000016       -0.000011        0.000024       -0.000061        0.000034       -0.000005        0.000010        0.000007       -0.000009        0.000011       -0.000011        0.000010       -0.000010        0.000009       -0.000009        0.000008       -0.000008        0.000007       -0.000007        0.000007       -0.000007        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005 
       0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000007       -0.000007        0.000007       -0.000007        0.000008       -0.000008        0.000009       -0.000009        0.000010       -0.000010        0.000011       -0.000011        0.000009       -0.000007       -0.000010        0.000005       -0.000034        0.000062       -0.000020        0.000019       -0.000003        0.000023       -0.000000        0.000023       -0.000003        0.000019       -0.000020        0.000062       -0.000034        0.000005       -0.000010       -0.000007        0.000009       -0.000011        0.000011       -0.000010        0.000010       -0.000009        0.000009       -0.000008        0.000008       -0.000007        0.000007       -0.000007        0.000007       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005 
      -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000007        0.000007       -0.000007        0.000007       -0.000008        0.000008       -0.000009        0.000009       -0.000010        0.000010       -0.000011        0.000011       -0.000008        0.000007        0.000010       -0.000004        0.000034       -0.000061        0.000029       -0.000001        0.000032        0.000013        0.000039        0.000013        0.000032       -0.000001        0.000029       -0.000061        0.000034       -0.000004        0.000010        0.000007       -0.000008        0.000011       -0.000011        0.000010       -0.000010        0.000009       -0.000009        0.000008       -0.000008        0.000007       -0.000007        0.000007       -0.000007        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005 
       0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000007       -0.000007        0.000007       -0.000007        0.000008       -0.000008        0.000009       -0.000009        0.000010       -0.000010        0.000011       -0.000011        0.000008       -0.000007       -0.000011        0.000004       -0.000034        0.000066       -0.000010        0.000041        0.000030        0.000064        0.000043        0.000064        0.000030        0.000041       -0.000010        0.000066       -0.000034        0.000004       -0.000011       -0.000007        0.000008       -0.000011        0.000011       -0.000010        0.000010       -0.000009        0.000009       -0.000008        0.000008       -0.000007        0.000007       -0.000007        0.000007       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005 
      -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000007        0.000007       -0.000007        0.000007       -0.000008        0.000008       -0.000009        0.000009       -0.000010        0.000010       -0.000010        0.000011       -0.000008        0.000007        0.000011       -0.000003        0.000036       -0.000054        0.000053        0.000046        0.000100        0.000095        0.000126        0.000095        0.000100        0.000046        0.000053       -0.000054        0.000036       -0.000003        0.000011        0.000007       -0.000008        0.000011       -0.000010        0.000010       -0.000010        0.000009       -0.000009        0.000008       -0.000008        0.000007       -0.000007        0.000007       -0.000007        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005 
       0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000007        0.000007       -0.000007        0.000007       -0.000008        0.000008       -0.000008        0.000009       -0.000009        0.000010       -0.000010        0.000010       -0.000011        0.000008       -0.000007       -0.000011        0.000001       -0.000034        0.000083        0.000041        0.000137        0.000165        0.000224        0.000212        0.000224        0.000165        0.000137        0.000041        0.000083       -0.000034        0.000001       -0.000011       -0.000007        0.000008       -0.000011        0.000010       -0.000010        0.000010       -0.000009        0.000009       -0.000008        0.000008       -0.000008        0.000007       -0.000007        0.000007       -0.000007        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005 
      -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000007       -0.000007        0.000007       -0.000007        0.000008       -0.000008        0.000008       -0.000009        0.000009       -0.000010        0.000010       -0.000010        0.000011       -0.000008        0.000008        0.000012        0.000000        0.000042       -0.000021        0.000158        0.000232        0.000355        0.000395        0.000442        0.000395        0.000355        0.000232        0.000158       -0.000021        0.000042        0.000000        0.000012        0.000008       -0.000008        0.000011       -0.000010        0.000010       -0.000010        0.000009       -0.000009        0.000008       -0.000008        0.000008       -0.000007        0.000007       -0.000007        0.000007       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005 
       0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000007        0.000007       -0.000007        0.000007       -0.000007        0.000008       -0.000008        0.000009       -0.000009        0.000009       -0.000010        0.000010       -0.000010        0.000007       -0.000008       -0.000012       -0.000002       -0.000027        0.000159        0.000246        0.000487        0.000634        0.000767        0.000780        0.000767        0.000634        0.000487        0.000246        0.000159       -0.000027       -0.000002       -0.000012       -0.000008        0.000007       -0.000010        0.000010       -0.000010        0.000009       -0.000009        0.000009       -0.000008        0.000008       -0.000007        0.000007       -0.000007        0.000007       -0.000007        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000006        0.000006       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005        0.000005       -0.000005 
